id,BG,AG,HA,ED,HE,SE
1001,1,0,1,1,0,0
1002,1,4,2,7,1,2
1003, , ,2,1,3,2
1004,0,3,1,10,2,0
1005,1,1,1,7,0,1
1006,0,3,2,0, ,1
1007,0,3,0,2,2,0
1008,2,2,2,0,3,2
1009,0,3,2,5,3,2
1010,1,2,2,3,1,0
1011, ,3,2,0,2,1
1012,2,3,2,9,2,2
1013,2,4,1,0, ,2
1014,0,0,1,3,3,0
1015,1,3,0,4,2,2
1016,2, ,2,4,3,0
1017,0,0, ,2, ,2
1018,0,2,2,2, ,0
1019, ,0,2, ,1,0
1020,2,4,0,2,2,1
1021, ,3,1,8, ,1
1022,1,2,0,10,1,1
1023,2,1,2,9,1,1
1024,1,4,1,7,1,1
1025,2,0,2,7,2,0
1026,1,3,2,7,3, 
1027,2,3,1,6,2,1
1028,1,0,2,8,1,1
1029,0,2,1,9,1,0
1030,1,0,1,0,2,2
1031,1,4,0,6,0,0
1032,2,0,0,8,1,2
1033,2,3,1,4,3,0
1034,1, ,2, ,2, 
1035,0,2,0, ,0,1
1036,2,0,1,2,1,1
1037,1,0,2,3, ,2
1038,1,4,2,8,3,0
1039,1,2, ,10,2,0
1040,1,4,2,9,0,1
1041,2,3,0,6,2,0
1042,1,0,0,7,1, 
1043,0,1,2,0,0,0
1044,1,3,2, , ,1
1045, ,0,1,10,2, 
1046,0,0,1,0,3,0
1047, ,1,0,3,0, 
1048,1,0,2,6,0,2
1049,1,2,0, ,0, 
1050,2,1,2,10,2,1
1051,2,3,2,4,2,2
1052,0,1,1,6,3,1
1053,1,4,1,2,1,1
1054,0,0,0,1,3, 
1055,2,3,1,0,2,2
1056,2, ,2,3,3,1
1057,1,0,2, ,1,2
1058, ,2,2,2,0,2
1059,0,3,0, ,3,1
1060,1,0,2,5,0,2
1061, , , ,5,1,2
1062,1,2, ,0,2,0
1063,2,3,0,4,3,1
1064,0,1,0,0,3,0
1065,1, ,0,10,3,2
1066,0, ,1,1,3,2
1067,1,2, , ,3,2
1068,2,0,0,9,1,1
1069,0,2,1,1,0,0
1070,0,3,0,8,2,1
1071,2,2,1,8,1,2
1072,0,0,0,8,1,0
1073,1,3,1,6,2,1
1074,1,1,2,2,2,1
1075,0,3,1,6, ,1
1076,0,2,1, ,2, 
1077,0,3,1,10,0,1
1078,2,4,1,3,3,2
1079,1,1,0,6,3,1
1080,1,0,2,10,0,1
1081,2,3,2,1,1,1
1082,1,4,0,3,2,2
1083,0,3,2,8,2,1
1084,0,0,1,3,0,2
1085,2,1,1,6,3,2
1086,1,0,0,2,3,2
1087, ,4,1,9,3,1
1088,0,4,2,5,1,1
1089,1,0,2,8,3,2
1090,1,0,2,5,1,1
1091,1,0,0,3,3,2
1092,1,3,0,6,3,1
1093, ,0,0,1,0,2
1094,1, ,0,9,1,1
1095,0, ,2,8,0,0
1096, ,1,0,10, ,0
1097,0, ,2, ,0,2
1098, ,2,0,2,3,0
1099,2,0,1,0, ,1
1100,0,3,1,8,2,0
1101,2,4,2,8,0,1
1102,2,1,2,10,3,2
1103,0,2,2,5,2,0
1104,0,1, , ,1,2
1105,1,0, ,10,0,2
1106,0,0,2,8,1,2
1107,0,3,2,10,3, 
1108,2,0,0,10,1,2
1109,0,3,1, ,3,2
1110,0,4,2,4,1,0
1111,2,4,2,8,0, 
1112,1,1,0,1,2,1
1113,2,2,1,3, ,1
1114,0,3,2,7, ,1
1115,0,0,1,10,3,2
1116,2,0,0,2,2,0
1117,0,2,0,0,1,1
1118,2,1,2, ,1,0
1119,1,3, ,9,1, 
1120,1, ,2,5,1,0
1121,1,0,1,8, ,0
1122,0,4,0,3,3,0
1123, ,2,1,5,1,0
1124,1,0,1,8,1,1
1125,2, ,2,10,0,1
1126,0, ,1,10,1, 
1127, , ,0, ,0,0
1128,2,4,0,9,1,0
1129,1,2,1,3,1,1
1130,0,2,0, ,1, 
1131,2,1,2, ,0,0
1132,0,4, ,7,0,2
1133,2,4,0,3,2,1
1134,1,3,2,7,0,2
1135,2,4,0,5,2,1
1136,2,0,2,3,2,2
1137,1,0,1,4,3,1
1138,2,3,2, ,3,2
1139,0,0,0,3,3,1
1140,0,2,1,0,2,0
1141,2,1,0,3,2,0
1142,0,1,0,6,2,1
1143, , , ,10,3,1
1144,2,4,1,6,2,0
1145,1,1,0,8,0,0
1146,1, ,2,8,1,2
1147,1,0,0,10,0,1
1148,0,3,1,1,0,2
1149,0,3,0,1,2,0
1150,1,1,0,3,1,2
1151,0,4,0,3,2,0
1152,2, ,2, ,3,1
1153,1,2,1,3,1,0
1154,2,4, ,2,1,2
1155,1,4, ,8,3,2
1156,2,3,0,5,2,0
1157,1,4,0,0, ,2
1158, ,2,1,4,0,0
1159,1,2,1, ,3,2
1160,2,4, ,6,2,0
1161,1,2,1,4,0,0
1162,0, ,0,6,3,0
1163,2,2,1,8,0,0
1164,1,3,0,9,1,1
1165,1,0,0, ,1,1
1166,1,4,1,5,0,2
1167,1, ,2,10,1,1
1168,0,2,0,5, ,0
1169,2,0,2,2, ,1
1170,1,4,2,0, ,0
1171,0,2,0, , ,0
1172, ,1,1,2,3,0
1173,2,1,0,9,3,0
1174,2, ,0,10,3,1
1175,1,0,2,1,2,2
1176,1,4,2,4,3,0
1177,1,0,0,8,3,0
1178,1,2,2,0,0, 
1179,0,3,1,0,3,2
1180,1, ,1,10,1,2
1181,2,1,1,5, ,0
1182,1,1,0,1,2,2
1183, ,3,1,0,3,1
1184,0,0,1,8,1,2
1185,0, ,2, ,2,2
1186,2,2,1,1,0,2
1187,2,0,1,0,0,1
1188,2,1,2,2,0,1
1189,2,0,1,2,2,1
1190,1,2,2,6,0,2
1191,0,0,1,8,0,2
1192,2,2,0,6,0,1
1193,0,4, , ,0,2
1194, ,3,1,5,0,1
1195,1, ,1,2,2,1
1196, ,0,1, ,0,2
1197,0,4,2,6,0, 
1198,1,2,0,9,2,0
1199,1,3,2,10,1, 
1200,2,3, ,6,3,0
1201,1,4,1,3,3,1
1202,0,3,0,10,0,1
1203,1,2,1,7,0,1
1204,1,4, ,7,2,0
1205,0,1,2,6,2,1
1206,1,0,0,8,3,0
1207,1,2,2,6,0,1
1208,1,3,0,7,0,2
1209,1,1,1,1,0, 
1210,1,2,2,2,0,1
1211,1,0,2,4, ,2
1212,1,1,1,0,2,2
1213,0,0,1,8,3,0
1214,1,4, ,1,2, 
1215,0,1,2,9, ,2
1216,1,3,2,1,1,1
1217,1,4,2,0, ,2
1218,1,1,1,7,0,1
1219,2,3,1,0,0,2
1220, ,4, ,9,3,2
1221,0,2, ,5,2,0
1222,2,0, ,2,3,1
1223,0,2,1,9,3,1
1224,0,4, ,6,2,1
1225,0,4,2,6,0,1
1226,1,4,1,6,0,1
1227,1,2,2,3,0,1
1228, ,0,0,2,0,1
1229,1,3,0,10, ,0
1230,1,0, ,4,3,0
1231, ,3,2,3,1,1
1232,2,2,0, ,0,0
1233,1,0,0,5,1,1
1234,1,4,1,7,2,0
1235,1,3,0,1,1,0
1236,1,4,2,2,2,0
1237,1,3,2,8,1, 
1238,0,1,1,1,0,0
1239, ,1,1,4,1,1
1240,2,0,2,3,3,2
1241,0,4,1,8,1,0
1242,2, ,2,3,2,1
1243,0,3,2,8,0,1
1244,0,3,1, , ,2
1245,2,1,2,9,2,0
1246,1,3,1,7,3,0
1247, ,1,2,6,2,1
1248,0,1, ,0,1,2
1249,2,4,0,1,3,2
1250,0,1,0,6,1,0
1251,0,3,2,1,0,0
1252,0,0,1,3,0,1
1253, ,2,2,5,3,2
1254,0,4,0,3,1,1
1255,0, ,1,8, ,1
1256,0, ,2,6,3,1
1257,2,4,1,0,2,1
1258,0,3,1,8,0,0
1259,1,3,2,8,1,1
1260,1,2,0,10,1,2
1261,2,0,1,9,1,0
1262,2,2,2,9,3,0
1263,0,4, ,0,2,2
1264,1,1,0,4,2,1
1265,0,2,0,3,2,1
1266,0,4,0,10,2,1
1267,2,4,0, ,0,0
1268,1,1,2, ,0,0
1269,0,0,2,5,0,2
1270,0, ,2,10,1,2
1271, ,0,0,3,3,2
1272,0,0,0,4,1,0
1273, ,2,0,0,1,2
1274,0,2, ,7,3,2
1275,1,2,2,7,0,1
1276,2,0,2,5,2,1
1277,1,0,0,7,2,1
1278,0,4,2,8, ,1
1279,0,4,1, ,2,2
1280,0,3,1,1,0,0
1281,1,2,1,10,1,1
1282,2,3,1,10,0,1
1283,2,2,1,5,2,0
1284,2,0,0,6,3,1
1285,2, ,1,10,0,2
1286,2,2,0,7,3,2
1287,1,3,1,2,0,0
1288,1,3,0,2,3,0
1289,2,2,1, ,0,0
1290, ,0,2,5,0,2
1291,0,2,2, ,3,2
1292,2,3,0,5,0,0
1293,2,2,2,2,3,0
1294,1,1,0,6,2,2
1295,1,1,1,8,2,2
1296,0,2,0,5, ,1
1297,2,4,1,7,2,1
1298,1,0,1,3,3,1
1299,2,2,0,8,2, 
1300,1,0,2,5,2, 
1301,2,4, ,8,3,0
1302,2,0,1,7,0,0
1303,2,1,2,2,3, 
1304,1,1,0,3,2,0
1305, ,4,2,7,3,1
1306,0,3,1,0,3,2
1307,0,1,0,4, ,1
1308,0,1,0, ,0,0
1309,2,2,2,8,1,0
1310,0,0,2, ,1,1
1311,2,3,1,5,1,1
1312,0,2,2,2,1,1
1313,0,1,0,9,3,1
1314,2,1,0,9,3,2
1315,0,1,2,7,2,0
1316,1,1,0,1,1,0
1317,1,0, ,4,2,0
1318,2,0,1,7,2,1
1319,2,3,0, ,2,1
1320,1,1,1, , ,2
1321,1,1,2,5,0, 
1322,2,4, ,5,1,0
1323,2,4,1,2,0,2
1324,1,2,2,5,0,2
1325,0,1,0,1,2,1
1326,0,1, ,7,3,2
1327, ,0,2,9,3,0
1328,0,4,2,2,3,1
1329,2,4,0,3,0,0
1330,2, ,0,6,0,1
1331, ,1, , ,2,1
1332,0,0,1, , ,0
1333,0,1,0,7,0, 
1334,1,1,1,4, ,1
1335,1,3, ,6,1, 
1336,0,4,2,0,3,1
1337,2,3,0,1,0,0
1338,0,1,2,4,2,2
1339,1,2,2,1,3,1
1340,2,2,0,8,0,0
1341,2,2,0,3,0,0
1342,0,1,2, ,2,2
1343,1,4, ,0,2,2
1344,1,0, , ,1,2
1345,2,2,1,6,1,2
1346,1,4,2,1, ,2
1347, ,3,2,10,2,1
1348,0,2,1,5,2,1
1349,1,0, ,4, , 
1350, , ,0,9, ,1
1351,2,0,2,6,3,1
1352, , ,0,4,2, 
1353,2,4,1, ,2,2
1354,1,2,1,8,0,0
1355,2,0,0,10,2,2
1356,1,3,1,4,3, 
1357,2,1,1,0,0,1
1358,1,1,2,9,3,1
1359,1,3,0,5,3,1
1360,2,3,0,10,0,2
1361,0,0,1,7,3,1
1362, ,2,2, ,0,0
1363,1,4,2,10,2,0
1364,2,2,1,10,0,1
1365,0,3,2,0,0, 
1366,2,1, ,10,3,0
1367,1,3,0,7,3,0
1368,2,3, ,6, ,0
1369,2,4,0,2,1,1
1370,1, , ,6,3,1
1371,0,1,1,7,2,0
1372,2,0,0,2,2,1
1373,2,4,0,5,0,1
1374,1,1, ,6,2,0
1375,0,0,2,10,3,0
1376,1,1, ,1, ,1
1377,1,2,0,9,2,2
1378,0, ,0,6,3,2
1379,1,4,2,10,2,0
1380,0,2,0,0,2,1
1381,0,0,2,2,1,1
1382,1,4,1,7,1, 
1383,0,2,1,0,1,2
1384,0,2,0, ,0,0
1385,2,3,2,1,3,2
1386,2,2,0,5,0,0
1387,1,4,2,4,1,0
1388,1,3,2,8,0,0
1389,1,3,2, ,1,1
1390,0,4,1,6,3, 
1391,0,3, ,0,1, 
1392,2, ,0,2,2,0
1393,0, ,1,3,2,1
1394,2,3,2, ,2,0
1395,1,4,2, ,1,1
1396,0,0,0,2,1,1
1397,2,3,0,4,1,1
1398,1,3,2,7, ,1
1399,2,0,2,10, , 
1400,0,0, ,6,2, 
1401,0,3,0,6,3,1
1402,1,3,2,7,1,1
1403,1,0,0,1,3,0
1404,1,3,2,10,0,2
1405,1, ,2,6,1,2
1406, ,3,0,10,0,2
1407,2,2,0,6,2,2
1408,2,4,0,9,2,1
1409,2,0,0,2,1, 
1410,1,4,0,4,1,0
1411, ,4,2,5,1,1
1412,2,1,2,9,1, 
1413,2,2,1,3,2,2
1414,0,4,1,3,3, 
1415,2,2,2,7,2, 
1416,2, ,1,10,2,1
1417,0,4,0,2,0,1
1418,2,4,2,6,2,2
1419,2,3,1,4,0,1
1420,2,0, ,7,3,1
1421,2,2,2,7,0,1
1422,0,4, ,5,0,2
1423,1,1,1,3,3, 
1424,1,0,1,2,3,0
1425,2,1, ,8,2,0
1426, ,2,0,1,2,2
1427,2,2, ,1,2,0
1428,2,2,2, ,2, 
1429,1,0,2,5,1,2
1430,2,3,0,0,2,1
1431,2,1,2,3,1,1
1432,2,4,0,6,2,2
1433,1,3,2,2,2,2
1434,1,4,2,2,0,1
1435,2,1, ,9,1,1
1436, ,4,2,9,0,2
1437, ,1,0,5,3,0
1438,1,2,0,7,3,2
1439,0,2,0,4,0,0
1440,2,0,0,10,0,2
1441,1,4,0, ,0,2
1442,0,1,2, ,2,0
1443,0,1,0,5,2,1
1444,2,1,1,6, ,2
1445,1,3,2,2, , 
1446, , ,0,0,3,1
1447,2,0,1,0,0,1
1448,2, ,0,3,0,2
1449,0,4,1, ,1,2
1450,1,3,2,1,3,0
1451, ,3,0,6,0,1
1452,2,4,1,6,2,0
1453, ,2,1,3, ,1
1454,2,3,0,1,2,1
1455,0,2,2,1,0,0
1456,1,2,2,9,2,1
1457,1, ,2,0,2,0
1458,1, ,0, ,2,0
1459,0,3,2,1,1,2
1460,1,2,0,8,1,2
1461,0,2,1,9, ,0
1462,1,2, ,6,2,2
1463,0,4,2,0,0,0
1464,1,0,0,2,0,0
1465,0,0,2,10, , 
1466,2,2,1,10,2,2
1467,2,4,2,5,2,2
1468,2,0,0,9,2,0
1469,2,4,2,8,3,1
1470,2,4,1,9,1,1
1471,1,3,1,9,0,2
1472,2,0,2,7,2,1
1473,1,0,0,8,1,0
1474, ,3,2,4,3,2
1475, , ,1,4,3,1
1476,0,2,1,10,2,0
1477,2,1,0,5,3,0
1478,0,3,1,0, ,0
1479,0,4,1,6,2,2
1480, , ,2,1,3,1
1481,2,3, ,2, ,2
1482,0,2,1,7,2,2
1483,1,2,2,0,2,2
1484,0,0,1,0,3,1
1485, ,0,0,10,0,2
1486,2,4,0,1,0,0
1487, ,4, ,0,0,2
1488,0,1,0,10,2, 
1489,0,1,0,10, ,2
1490,2,1, ,9,3,1
1491,0,2,0,7,3,2
1492,1,3, ,3,1,2
1493,2,3,1,10,3,1
1494,2,1, ,8,0,0
1495,0,4,1,9,1, 
1496,1,3,0,4,1,2
1497,0,2,2,10,2, 
1498,0,2,1,4,1,1
1499,2,1,2,0,2,0
1500,1,2,2,10,1,0
1501,1,4, ,10,1,2
1502,2, ,1,0,3,2
1503,0,4,0,7,0,1
1504,1,2,1,6,0,2
1505,2,3,1,7,0,0
1506,1,0,0,3,3,2
1507,2,0,1,3,1, 
1508,1, ,0,6,0,2
1509,2,0,2,0,3, 
1510,1,0,0,1,0,1
1511,1,0,0,5,3,2
1512,1,1,1,6,0,2
1513, ,3,0,5, ,1
1514,2,3,2,2,0,1
1515,0,0,1,10,2,1
1516,0,4,2,9,2, 
1517,1,3,1,6,1, 
1518,0,2,0,6,0, 
1519,2,2,0,9,2,1
1520,1,4,2,8,0,2
1521, ,4,0,9,3,0
1522,1,0,0,4,0,2
1523,1,0,0,8,0,1
1524,0,3,0,5,1,2
1525,2,3,1,6,2,1
1526,0,1,2,1,3,0
1527,0,1,2,9,0, 
1528,1,0,2,2, ,2
1529,2,2,1,0,3,2
1530,2,1,1,9,2,2
1531,1,0,2,0, ,2
1532, ,2,1,4,0,2
1533,2,1,0,2,1,1
1534,2,2,1,7,2,1
1535,2,2,1,10,2,2
1536,1,2, ,7,3,0
1537, ,3,2,6,1,1
1538,2,3,2,2, , 
1539, ,1,2,9,3, 
1540,2,2,0,4,2,2
1541,2, ,1,9,1,2
1542,2,0,1,1,2,2
1543,1,2,1,3,1,2
1544,0,0,2,8,3, 
1545,2,4,1, ,1, 
1546,0,0,2,6,0,2
1547,0,1,0,5, ,0
1548,1,4,0,6,0,1
1549,1,0,2,5, ,2
1550,2,2,2,5,0,2
1551, ,2, ,2,0,0
1552,0,1,2,6,2,0
1553,2,1,0, ,1,1
1554, ,2,0, ,2,2
1555,2,2,1,7,2,2
1556,0,3,2,3,1,1
1557,2,3,2,0,3,0
1558,2,1,1, ,0, 
1559,2,3,2,7,0,2
1560,2,0, ,5,1,1
1561,1,1,2,1,3, 
1562,2,4,2,1,0,2
1563,2,1,2,4,0,1
1564,0,2,0,3,0,1
1565,2,2,0,8,3,2
1566, ,0, , ,2, 
1567,1,4,0,3,3,2
1568,2,2,1, ,0,1
1569,0, ,1,10,0,1
1570,1,2,0,3,0,0
1571,1,3,2, ,3,0
1572,1,2, ,10,3,0
1573,1,0,1,4,0,1
1574, ,1,2,4,1, 
1575,0,3,0, ,3,2
1576, ,3,1,1, ,2
1577,2,0, ,6,2,0
1578,1,4,2,10,2,0
1579,1,0,2,10,2,2
1580,1,4,1, ,3,2
1581,0,1,2,9,1,2
1582,2,3, , ,2,0
1583,1,4,1,2,2,0
1584,2, ,2,10,3,0
1585,2,3,0,8,3,2
1586,2,1, ,5,0,0
1587,2,2,0,5, ,1
1588,2, ,0,4,2,2
1589, ,3,2,0,0,2
1590,0,1,0,5,1,2
1591,2,2,0,2,3,0
1592,1,3,1,6,3,1
1593,0,2,1,6,0,1
1594,0,0, ,0,2,0
1595,2,3, ,3,1,2
1596,2,1,1,5,3,1
1597,0,4,2,3,3,2
1598,2,2,1, ,2,0
1599,2,0,2,9,1,2
1600,1,4,2, ,3,0
1601,0,4,2,7,3,2
1602,0,4,1,0,2,0
1603,0,0,2,6, ,1
1604,1,3,2,10,1,2
1605,0,0,1,2, ,1
1606,0,1, ,5,0,2
1607,2,1, ,4,2,1
1608,1,1,2,3,0, 
1609,0,1,0,0,1,2
1610,2,2,0,1,2,2
1611,2,3,1,4, ,2
1612,1,3,0,5,0,0
1613,0,4,0,0,1, 
1614,2,2,2,2,0,0
1615,2,0,2,0,2,1
1616,2,0,0, ,0,0
1617,0, ,0,1,3,0
1618,0,3, ,8,3,1
1619,0,1,2,1,0,0
1620, , ,2,0,0,1
1621,1,0,2,1,1,2
1622,1,1,2,4,2,0
1623,0,4,2,0,3,1
1624,1,3,0, ,2,1
1625,2,1,2,5,1,1
1626,1,2,2,6,2,2
1627,2,0,0,1,1,0
1628,0,0,2,7,2,0
1629,1,1,2,1,0,0
1630,0, ,2, ,2,0
1631, ,1,2,10,2, 
1632,0,0,2,5,1,1
1633, ,3,0,9,2,1
1634, ,0,0,7,1,1
1635, ,4,0,3,0,0
1636,1,0,0,10,3,2
1637,2,4,1,7,3,1
1638,2,3,2,2,1,2
1639,1, ,2,10,0,0
1640,0, ,2, ,1,1
1641,2,3,2,3,1,0
1642,0, ,1,0,1,1
1643,2,4,2,6,0,2
1644,2,3,2,4, ,0
1645,1,1,1,9,3,2
1646,1,3,2,1,1,0
1647,2,2,2,4,0,2
1648,2,1,1,6,3,1
1649,1,1, ,5,1,1
1650,1,2,2,3,1, 
1651,2,0,2,5,3, 
1652,0,3,2,3,1,0
1653,2,1,0,2,1,2
1654,2,1,2,2,3,1
1655,1, ,2,4,3,1
1656,2,3,1,5,3,1
1657,0,1,2,4,0,0
1658,1,3,2,10,1,0
1659,2,3,1, ,1,1
1660,1,2,2,7,0,0
1661,0, ,0,7,2,0
1662,1,1,2,2,2,1
1663,2,1,2,8,3,1
1664,1,1,2,8,3,0
1665,2,3,0,2,2, 
1666,0,1,2,10,1,2
1667,0,4,2,0,0,2
1668,2, ,2,5,0,1
1669,0,3,2,0,2, 
1670,1,0, ,5,3, 
1671, ,1,1,2,3,0
1672,0,4,0,8,3,1
1673,0,3,2,5,3,1
1674,1,0,2,8,2, 
1675,2, ,2,1, , 
1676,0,4,1, ,3,2
1677,1,4,0, ,2,2
1678,1,0,2,7,3,2
1679,0,0,0,1,2,1
1680,1,4,0,4,2,0
1681,1,2,2,3,3,2
1682,2,1,0,4,0,1
1683,2,2,0,5,0,1
1684,2,2,0,2,3,0
1685,0,2,2, ,0,2
1686,0,3,2,8,2,2
1687,1,3,0, , ,1
1688,2,4,1,6,1,0
1689,2,4,1,6,0,2
1690,2,4,0,2, ,0
1691, ,4,1, ,0,2
1692,2,3,1,1,3,2
1693,0,0, ,1,3,1
1694,0,1,1,6,1, 
1695,2,4, ,6,1,1
1696,0,1,2, ,3,2
1697,0,3,0,8,2, 
1698,0,2, , ,3,2
1699,1,4,2,1,1,1
1700,0,2,1,0,2, 
1701,1,2,1,7,2,0
1702,0,4,1,4,1, 
1703,0,3,2,7,1,1
1704,2,1,1,6,3,0
1705,0,0,2,7,1,2
1706,1,1,1, ,3,0
1707,0,0,2,3,2, 
1708,1,4,1,4,3,0
1709,0,2,2,3,3,1
1710,1, ,0,4,0,2
1711,0, ,1,0,1,2
1712,2,0,2,4,3,1
1713,2,3,0,2,0, 
1714,0,4,2,1,1,2
1715,2,1,0,7,0,2
1716,2,3,2,5,1,2
1717,1,2,2,6,1,1
1718,1, ,1,0,3,1
1719,1,0,1,4,3,0
1720,0,1,2,8,0,1
1721,1, ,0,9,0,0
1722,2,4,0,2,2,2
1723,1, ,1,9,1,0
1724,0,0,2,2,0, 
1725,1, , ,2,0,2
1726,1,2,1,10,0, 
1727,0,2,1,3,1,0
1728,2,3,2,2,2,1
1729,0, ,2,8,0,1
1730, ,0,0,0,0, 
1731,1,0,2,0,1,2
1732,1,3,2,3,1,1
1733,0,3, ,2,0,1
1734,2,2,1,10,1,2
1735,2, ,1,5, ,1
1736,0,2,2,2, ,2
1737,0, , , ,0,0
1738,1, ,2,0,1,1
1739,2,3,2,1,1,2
1740,1,3,2,10,1,0
1741,1,0,1,6,1,0
1742,2,1,1,9,0,2
1743, ,2,2,0, , 
1744,0,4, ,0,2,1
1745,1,4,2,6,1,1
1746,1,1,2,7,0,2
1747,2,3,2,6,0, 
1748,0,1,2,2,3,1
1749,2,4,1, ,1,0
1750,1,3,1,2,0,1
1751,0, ,0,7,1,0
1752,1,4,1,5,1,2
1753,0,2,2,10,0,0
1754,0,4,2,7,2,0
1755,0,3,1, ,2,0
1756,0,4,0,2,2,1
1757,1,0,1,8,0,2
1758,2,0,2,5,1,0
1759,0,0,1,8,2,2
1760,1,2,2, ,0,2
1761,1,0,2,7,2,2
1762,1, ,0,8,3,0
1763,1,3,2,10,3,1
1764, ,3,2,3, ,1
1765,0,3,0,5,3,0
1766,0,0,2,8, , 
1767, ,3,2,6, ,0
1768,1,4,0,2,3,1
1769,2,4,2,4,2,0
1770,0,2,1,1,2, 
1771,1,1,2,9,1,2
1772, ,2, ,4,2,0
1773,2,4,1,10,3,2
1774,2,0,2,2,0,0
1775,1,2,1,2,3,1
1776,1,1,2,7,1,0
1777,0,0,2,3,1,0
1778,2,2,2,10,2,0
1779,2,3,0,7,2,0
1780,0,1,2, ,2,0
1781,0,4,0,4,2,1
1782,2,4,2,1,0,1
1783,1,0,0,1, ,1
1784,0,2, ,5,1,0
1785,0,1,0,9,2,1
1786,0,4,0,4,0, 
1787,2, ,0,5,0,1
1788,1,2,1,9,0,1
1789, ,3,0,6,2, 
1790,0,0,2,9,3,1
1791,2,3,1, ,3,0
1792, ,1,0,7,2,1
1793,1,4,2,5,2,1
1794,1,1,1,6,2,2
1795,1,2, ,7,3,2
1796,0,4,0,1,1,1
1797,0, ,2,0,1,1
1798,0,4,0,3,0,1
1799,1,2,2, ,3,2
1800,1,3, ,10,3,1
1801,1,2,2,6,0,2
1802,1,4,1,10,1,1
1803,1,1,0,2,0,0
1804,1,3,0,8,0,0
1805,1,2,1,4,0,1
1806,0,3,1,1,0, 
1807,2,0,1,0,1,2
1808,2,0,2,5,0,1
1809,0,4, ,3,3,1
1810,2,4,2,7, ,1
1811,0,4,1,9,2,1
1812, ,0,0, ,3,0
1813, , ,1,0,2,2
1814,0,3,0,6,1,0
1815, ,2,1,8,2,2
1816, ,1,1,1,1,1
1817,0,1,2,3,0,1
1818,1,3,2,8,0,0
1819,1, ,2,4,1,2
1820,2,0,2,5,0, 
1821,0,3,1,5,3, 
1822,1,2,0, ,3,2
1823,1, ,0,7,3, 
1824,1,3,2,10, ,0
1825,0,0,2,5,3,0
1826,2,2,2,7,0,1
1827,0,1,1,6,3,2
1828,1,3,1, ,1,2
1829,1,1, ,9,1,0
1830,2,0,2,0,3,0
1831,1,1, ,7,3,0
1832,0,1,2,6,3,2
1833,2,0,2,3,3,0
1834,2,3,1,5,1,0
1835,2,2,0, ,2,2
1836, ,3,1,10,0,0
1837,1,0,1,0,0,2
1838,2,0,1,2,0, 
1839,0,2,0,9,3,2
1840,2,0,0,8,2,2
1841,2,2,0,9,0,1
1842, , ,0,8,1,2
1843,1,2,1,2,3,1
1844,1,4,2,8,3,0
1845,0,3,0,8,1,2
1846,0,1,1,7,2,2
1847,2,4,1,7, ,2
1848,1,3,1, ,3,1
1849,2,2,0,6,3,2
1850,2,0,2,1,0,0
1851,2,3, ,6,3, 
1852,0,0,1, ,1,1
1853,1,3,2,5,1,1
1854,2,1,2,8,0,1
1855,2,2,1,8,1,2
1856,1,3,1,5,1,1
1857,0,0,0,4,0, 
1858,1,3,1,4,3,0
1859, ,2,1,1, ,1
1860,2,1,0,7,1,2
1861,1,1,0,10,2,0
1862,1,2,2,6,1,2
1863,1,0,0,3,3,2
1864,0,3,2,1,2,2
1865,0,2, ,3,0,2
1866,0,1,2,10,2,0
1867,0,3,0, ,0,1
1868,2,4,1,1,1,2
1869,1,0, ,2,1,0
1870,1,0,2,3,2,1
1871,2,4,0, ,2,2
1872,0,3, ,1,2,0
1873,1,3,0,8,3,0
1874,0,2, ,9,0,1
1875, ,2,0,3,1,2
1876,0, ,2, ,1, 
1877,1,4,2,1,2,0
1878,1,1,2, ,1,1
1879,2,0,2, ,0,1
1880,2,2,1,7,0,0
1881,1,3,2,7,1, 
1882, ,0,1,3,0,2
1883,0,0,0,6,1,2
1884,0,2,1,4,0,1
1885,2,3,2,10, ,0
1886,2,3,0,8,2,2
1887,0, ,1, ,0,1
1888,2,0,0,6,0,1
1889, ,1,2,4,3, 
1890,1, , ,6,2,0
1891,1,2,2,6,1,1
1892,1,4,0,9, ,1
1893,0,2,2,2,0,0
1894,0,4,1,2, ,0
1895,0,2,2,5,2,0
1896,1,3,2,6,2,2
1897,0,3,1,5,3,2
1898,0,2,0,3,3,2
1899,0,0,2, ,3,2
1900,0,2,2,8,3,0
1901,1,3,0,6,0,1
1902,0,4, , ,1, 
1903,0,0,1,8,1,0
1904,0,3,0,10,2,0
1905,1,3,1,9,0,2
1906,1, ,1,6,3, 
1907,1,3,0,6, ,1
1908, , ,0,1,0,0
1909,0,2,1,10,3,1
1910,0,0,1,1,3,0
1911,0, , ,7,0,0
1912,0,1,2,3,2,2
1913,1,4,0,9,1,1
1914,1,0,1,9,2,2
1915,0,3,0,8,3,0
1916,0,0,1,4,3,2
1917,1,3,0, ,2,1
1918,0,3,0, , ,2
1919,0,0,1,0,3,2
1920,1,4,1,6,0, 
1921,2,4,2,2,0,0
1922,0,4, , ,2,2
1923,1,4,2, ,3,0
1924,2,3,0,3,0, 
1925,2,2, ,5,3,1
1926,0,1,0,4,3,2
1927, ,0,2,3,2,1
1928,0,3, ,3,0, 
1929,1,0,1,10,0,2
1930,1,4,2,9,2,0
1931,2,0,1,9,2, 
1932,0,1,2,5,3,2
1933,2,0,0,8,0,2
1934,0,4,0,6,3,1
1935, ,0,1,3,2,0
