id,BG,AG,HA,ED,HE,SE
1001,0,0,1,4,1,1
1002,2,1,2,2,3,0
1003,0,4,2,7, ,2
1004,0,4,0,7,1,2
1005,0,1,2,3,1, 
1006,2,2,1,4,1,2
1007,0,0,0,0, ,1
1008,2, ,2,2,1,1
1009,2,1, ,4,1,2
1010,0,1,0,3,3,1
1011,1,0,1, ,2,0
1012,1, ,2,7,0,1
1013,1,4,0,9,3,0
1014,0,1,1,4,1,2
1015,2,0,1,9,0,2
1016, ,4, ,1,2,2
1017,2,0,1,5,0,1
1018,0,3,2, ,3,2
1019,0,1, ,3,0,0
1020,1,3,1,8,0,2
1021,0,2,0,9,1,2
1022, , ,1,4,2,0
1023,2,2,1,9,3, 
1024,1,4,2,6, ,0
1025,1,0,0,3,3,2
1026,2,3,0,2,3, 
1027,0,4,1,5,0, 
1028,0,4,1, , ,0
1029,0, ,2,6,1,2
1030,1, ,0,5,2,0
1031,2,2,0,4,1,0
1032,1,3,1,5,2,0
1033, ,2,1,5,2,0
1034, ,0,2,2, ,2
1035,2,0,0, ,2,1
1036,1,2,0,8,1,1
1037,1,1,2,4,1,2
1038,0,3,0,8,2, 
1039,2,1,0, ,2,1
1040,1,1,0,10,3,0
1041,1,1,1,4,0, 
1042,2,4,0,7,2,1
1043,2,0, ,6,3,1
1044,1,4,1,0,1,0
1045,1,3,2,8, ,2
1046,2,0,2,7, ,2
1047,0,3,1,3,0,1
1048,2,1,2,5,0,1
1049, ,1,0,4,2,1
1050,0,2,0,0,3, 
1051,1,1,1,6,1,1
1052,2,2,0,5,3,1
1053,1,2,1,6,3,2
1054,1, ,2,5,0,2
1055,2,1,2,7,2,1
1056,2,4, ,9,3,2
1057,1,1,2,10,3,1
1058,1, ,2,2,0,1
1059,0,4,0,0,2,1
1060,1,2,1,3,1, 
1061,1,3,2,5,3,2
1062,2, ,2, ,1,1
1063,2,0,1,8,1,2
1064,1,1,0,6,3,2
1065,1,0,0,1,3,1
1066,2,4,0,8, ,0
1067,0,3,1,1,1,1
1068,1,1,1, ,3,2
1069,2,4,0,2, ,2
1070,1, ,0,9,0,2
1071,1,2,1,1,2,1
1072,2,1, ,6,3,1
1073,0, ,0,1,3,2
1074,2,3,2,0,0,0
1075,2,0,0,0,3, 
1076,0,2, ,3,3,1
1077,0,4,2, ,2,2
1078, ,3,0,1,2, 
1079, , ,0,3,1,1
1080, ,2,0,10,3,2
1081,0,0,1,3,0,0
1082,2, ,2,5,0,2
1083,2,2,2,1,0,1
1084,1,2,0,6,1,0
1085,1,1,0,5,0, 
1086,0, ,0,8, ,1
1087,1,0,2,6,1, 
1088,0,2, ,1,1,1
1089,2,2,1,4,3,0
1090, ,2,2,10,1,2
1091, ,4,2,1,2,2
1092,1, , ,2,2,0
1093,1,3,1,4,3,2
1094,2,1,2,6,3,0
1095,0,4,2,10,0, 
1096,1,3,2,2,3,1
1097,1,2,1,6,2,2
1098,2,4,2,3, ,2
1099, ,3,2, ,1,2
1100,1,4,2,3,0,2
1101,2,3,1,3, ,2
1102,2,4, ,5,3,0
1103,0,4,0,4,1,0
1104,2,3,0,6,3,1
1105,0,4,1,2,2,0
1106,1,0,1,9, ,1
1107,2,1,0,9,2,0
1108,1,3,0,7,1,1
1109,1,3,0,3,0, 
1110,0,3, ,7,2,2
1111,1,0,0,6,1,1
1112,2,1, , , ,1
1113,2,1,1,0, ,0
1114,1,3,1,7,0,2
1115,2,1,1,4,2,2
1116,1,0,1,0,2,2
1117,1,1,1,0,1,2
1118, ,1,0,9, , 
1119,1,3,1,3,0,2
1120,2,1,0,5,2,1
1121,2,2,0,7,2,1
1122,1,1,2,2,2,0
1123, ,3,0,10,2,2
1124,1,4,0,2,3,1
1125,2,3,1,8,1,2
1126,2,0,2,8,3,0
1127,1,3,0,3,3,1
1128,0,2,1, ,2,0
1129, ,1,1,1, ,1
1130,0,2,0,8,3,1
1131, ,2,0, ,2,0
1132,0,1,2,3,1,1
1133,1,4, ,1,2,1
1134,2,0,0, ,3,1
1135,2,3,2,8,0,0
1136,2,4,0,8,1,0
1137,1,2,1,4,3,1
1138,0,1, ,5,3,0
1139, ,0, ,7,3,1
1140,1,0,0,1,0,1
1141,1,2,0,8,0,1
1142, ,2, ,5,1,1
1143,0,4,2,4,0,0
1144,0,1,1,5, ,2
1145,0,1,2,7,3,2
1146,0,3,2, , ,0
1147,0, ,0,2,3,2
1148,1,2,0,5,0,0
1149,2,1,1,9,3,1
1150,2, ,0,3,0,0
1151,0,1,1,10,1, 
1152, ,2,1,9,2,0
1153,2,3,0,4,2,2
1154,0,4,0,0,2,2
1155,0,3,0, ,3, 
1156,0,2,0,1,1, 
1157,2,2,0,3,2,2
1158,0,0,1,5,1,2
1159,2,3,2, ,2,2
1160,1,4, ,6,3,1
1161,0,1,1, ,0,1
1162,0,4,2,0,1,1
1163,1,3,2,8,0,0
1164,2,0, ,3,0, 
1165,2,2,1,10,2,1
1166, ,2,0,3,1,0
1167,2,0,1, ,0,0
1168,0,4,2,2,1,0
1169,1,4,0,7,3,2
1170, ,1,1,7,0,1
1171,0,3,1,8,2,1
1172,0,3,1,7,1,1
1173, ,0,0,0,1,1
1174,2,0,0,8,1,0
1175,2,1, ,6,3,0
1176,0,4,2,5, ,0
1177,2,0,1,5,0, 
1178,0, ,2,4,0,1
1179, ,1,0,10,3,0
1180,1,0,2,4,2,1
1181,2,3,0,9,3,1
1182,0, , ,1,2,1
1183,2,2,1,5,3,1
1184,0,0, ,0, ,0
1185,1, ,2,3,0, 
1186,2,0,2,10,3,2
1187,1,3,0, ,3, 
1188,2,4,0,6,3,1
1189,2, ,1,3, ,0
1190,2,4,2,10,1,2
1191,2,0,1,8,1,1
1192,2,2, ,0, ,2
1193, , , ,9,2,1
1194, ,3,2,0,2,2
1195,1,4,2,7,3,2
1196,0,3,0,10,3,2
1197,2,3, ,4,0,0
1198,1,3,1,2,3, 
1199,2,4,1,4,3,0
1200,2,4,2,8,1,0
1201,0,1,0,3,3,2
1202,0,3,0,9,3,2
1203,2,4,2,8,1,1
1204,1,1,0,9,0,0
1205,1,3,2,6,0,2
1206, ,2,2,1,1, 
1207,0,4,2, ,3,2
1208,1,0,0,1,0,0
1209,0,2,0,5, ,0
1210,1,2, ,7,1,2
1211, ,2,1, ,0,0
1212,0,3,0,6,1,2
1213, ,2,0,10,3,0
1214,2,0,2,0,1,1
1215,0,0,0,2,1,2
1216,2,2,0,1, ,0
1217, ,4,2,10,2,2
1218,0,1,2,3,2,1
1219, ,1,2,10,1,2
1220,2,2,0,5,2,2
1221,2,4,1,7,2,0
1222,2,2,1,10,0,0
1223,0,1,0, ,2,0
1224,2,3,0,7,1,2
1225,2,1,0, ,1,1
1226, ,1,0,1, ,0
1227,2,4,1,5,3,2
1228,2,3, ,1,3,1
1229,1,0,1,6,2,1
1230,1,3,2,10, ,2
1231,1,2,0,4,3,2
1232,1,1,1,10,2,1
1233,0,0,0,3, ,1
1234,1,3,0,7,1,0
1235, ,4,2,7, ,2
1236,2,2,2,2,1,1
1237,1,2,0, ,2,2
1238, ,0,1, ,0,1
1239,0,4,1,7,1,2
1240,0,2,1,5, , 
1241,1,2,1,3,2,1
1242,1,0,0,1,3,2
1243, ,3,1,6, ,1
1244,0, ,1,6,1,0
1245,0,1,1,2, ,0
1246,0,0,2,4,1,1
1247, ,4,0,4,0,2
1248,2,3,0,7,3,2
1249,2,2,1,4,2,1
1250,0,0,1,10,0,2
1251,2,0,1,10,2,2
1252, ,3,2, ,3,2
1253,0,3,0,2,3,2
1254,2,3,2,0,1,0
1255,1,0,0,7,0,1
1256,2,3,1,2,1, 
1257,0,2,0,0,2,0
1258,2,2,1,6,1,2
1259,2,0,2,4,2,2
1260,1,3,2, ,0,2
1261,1, ,2,4,2,1
1262,1,1,0,9,1,1
1263,2,1,2,10,0,0
1264,1, ,1, ,3,1
1265,2,3,2,0,2,0
1266,1,0,1,6,3,1
1267,2,1,2, ,3,1
1268,2,3,0,5,3,2
1269,0,0,2,3,0,2
1270,2,4,2, ,3,0
1271,1,2,1,2,1,0
1272, ,1,2,2,1,1
1273,0,2, ,10,3,0
1274,0,3, ,2,1,2
1275,1,2,2, ,0,2
1276,1,1,1,10,0,1
1277,2,4,1,8,1,2
1278,1,2,2,2,2,1
1279,1, ,2,1,3,2
1280,0, ,0,2,3,1
1281, ,0,1,1,0,0
1282,2,4,0,6, ,2
1283,2,0,1,7, ,1
1284,1,1,2,4,2,2
1285,1,1,0,4,2,0
1286,0,4,2,3,1,2
1287,0,0,0,1,3,2
1288,2,0,2,4,1,1
1289,1,3,1,10,2,2
1290,2,3,1,6,2,1
1291,1,0,1, ,0,0
1292,1, ,2,9, , 
1293,1,4,0,4,2,0
1294,1,1,2,6,2, 
1295,2,0,1,6, ,2
1296,0, ,0,2,2,2
1297,1,3,2,8,2,2
1298,1,2,0,0,3,0
1299,0,0,0,3,1,0
1300,2, ,2,0,2,1
1301,1,0,1,5, ,0
1302,2,3,0,7,3, 
1303,1,1,1, ,2,1
1304,1,0,1,4,3,2
1305,2,1,1,3,2,2
1306,0,2,2,9,3,1
1307,0, ,0,9, ,0
1308,0,1,2,4,3,2
1309,0,4,0,5,2,2
1310,0, ,0,2,3,0
1311,2, ,0,3,3,0
1312,0,4,2,10,1,0
1313, ,4, ,4,2, 
1314,0,0,2,8,1,1
1315,2,0,1,4,0,1
1316,1,2,1,3,3,2
1317,1, ,2,1,0,1
1318,2,4,2,7,0,1
1319,2,2,2,0,3,2
1320,1,4,1, ,3,0
1321,0,3,1,0,1,2
1322,1,0,0,7,0,1
1323,0,3,0,8,2,2
1324,2,3,1,0,2,2
1325,1,1,2,9,1,2
1326, ,2,2,6,1,2
1327,1,3,0,1,1,0
1328,2,2,1,1,0, 
1329, ,3, ,5, ,1
1330,2,3,1, ,2,1
1331,2,4,2,7,2,1
1332,0,4, ,10,0,2
1333,1,2,0,4,2,0
1334, ,2,1,4,2,1
1335,2,0,2, ,3,0
1336,2,2,1,9,2,2
1337,1, ,2,0,2,0
1338,1,2,0,7,2, 
1339, ,0,1,8, ,2
1340,2,2,0,6,1,0
1341,1,0,0,0,0,1
1342, , ,2, ,0,1
1343,0,3,2,10,1,2
1344,1,1,0, ,3,0
1345,0,0,1,6,3, 
1346,0,2,1, ,3,2
1347,2,4,2,9,2,1
1348,1,4,2, ,3,2
1349, ,3,1,8,0,0
1350,0,2,1,6,2,0
1351,0,2,1,8,1,0
1352, ,4,2, ,2,0
1353,0,3,2,3,0,2
1354,1,0,2,8,2,1
1355,1,3,0,3,0,1
1356,2,0,0, ,1,2
1357,1,3,0,8, ,2
1358,1,3,2,9,2, 
1359,0, ,1,4,3,1
1360,2,1,1,1,0,2
1361,2,3,1,3,0,0
1362,1,2,2,1,3,0
1363,1,1,2,10,1,0
1364,1,2,2,7,1,2
1365,0,2,1,3,1,2
1366,0, ,2,7, ,2
1367,0, ,2,2,3,0
1368,2,3,2, ,3,1
1369,0,1,1,4,0,1
1370,0,1,0,7,2, 
1371,0,1,0,6,0,1
1372,1,0,2, ,0,1
1373,1,4, ,7,3,1
1374,2,4,2,7,0,1
1375,2,2,2,8,0,2
1376,2,1, ,5,3,1
1377,0,4,0,2,3,2
1378,1,1,2, ,1,1
1379, ,1, ,4,2,2
1380,0,2,0,3,1,1
1381,2,0,2, ,0,2
1382,0,2, ,2,2,2
1383,1,1,2,3,2,2
1384,0,2,0,10, ,2
1385, ,2,2,3,2,1
1386,1, ,2,9,2,1
1387,0,0,0,6,1, 
1388,2,3,1,2,0,2
1389,0,4,2,3,3,2
1390, ,4,1,8,2,0
1391,1,2,0,2,2,2
1392,1,4,0,0,0,0
1393,2,4,1,3, ,1
1394,0,2,0,6,3,2
1395,2,2, ,2, , 
1396,1,2,2,10, ,2
1397,1,3,2,0,0,0
1398,1,3,0,3,3,1
1399,0,0,0,7,3,0
1400,0, ,0,0,3,0
1401, ,1,2,1,2,2
1402,2,2,2,3,0,0
1403,0,4,2,8,1,2
1404,2, ,1,4,0,2
1405,2,1,0,4,1,2
1406,1,4, ,5,3,2
1407, ,0,2,0, , 
1408,0,0,1,10,3,2
1409,2,0,2,2,2, 
1410,1, ,2,2,1,1
1411,2,3,0,1,0,1
1412,1,1,1, ,3,1
1413,0,3,0,7,3,1
1414,2,3,0,8,1,0
1415,1,0,1,6,0, 
1416,1, , ,4,2, 
1417,2, , ,6,1,1
1418,2,2,2,8,0,1
1419,1,2,2,2,3,2
1420,1,1,1,8,1,2
1421,0,1,1,4,0,0
1422,2,2, ,2,2,0
1423,0,2,1,7,3,0
1424,0,3,2,10,2,0
1425,1,0,0,1,3,0
1426,1,2,0,8,3,0
1427,1,4,1,1, ,1
1428,0,4,2,9,0,1
1429,0,3,1,8,1,0
1430,1,0,0,5,0, 
1431,2, ,2,3,3,0
1432, ,0,1,10,0,1
1433,2,3,1,4,0,1
1434, ,2,2,10,1, 
1435,2, , ,4,3,0
1436,0,1,1, ,0,2
1437,2,1,1,4,0,2
1438,0,0,2,1,1,2
1439,2,4,1,6,3,2
1440,1,2,2,5,3,0
1441,0,4,0,8,2,1
1442,0,2,0, ,3,2
1443,0,1,1,2,1,0
1444,0,1, ,4, ,0
1445,1,0,1,3,0,1
1446,0,2,2,3, ,2
1447,0,0,1,2,2,0
1448,1,0,1,9,2,0
1449,0,0,2,4,1,0
1450, ,3,0,0,2,0
1451,0,1,0,7, ,2
1452,2,2,0,10,3,1
1453,1,1,2, ,3,2
1454,1,1, ,6, ,0
1455,0,2,0, ,2,0
1456, ,2,2,1,3,1
1457,2,4, ,1,3, 
1458,1,1,1,7,0,1
1459, ,3,1,8,0,0
1460,0,0,2,5,0,1
1461,1,1,0,3,2,2
1462,0,1,2,10,0,2
1463,1,2,1, ,0,2
1464,2,4, ,7,2,0
1465,2,0,1,6,2,2
1466,2,2,2,2,0,0
1467,2,2,1,1,2,0
1468,1,1, ,7,1,2
1469,0,4,2,5,0,1
1470,0,4,2,3, ,2
1471,0,0,1, ,1, 
1472,0,4,2, ,1,2
1473,2,2,2,6,1,2
1474,1,1,2,5,2,0
1475,2,1,1,9,2,2
1476,2, ,1,1,1,1
1477,0,3,2,7,1,2
1478,2,0,0,10,3,0
1479,0,3,0,10,0,0
1480,0,2,2, ,3,2
1481, ,3, ,5,1,2
1482,0,3, ,6,1,2
1483, ,0,0,2,0,1
1484,2,1,1,9,0,1
1485,2,4,1,1,0,0
1486,0,4,1, , ,0
1487,0,3,1,1,0,1
1488,0,0,2,2, ,0
1489,2,1, ,4, ,1
1490,2,4,1,4, ,2
1491,1,4,2,8,3,0
1492,0,4,1,10,1,1
1493,1,4, ,8,0,1
1494,2,4,2,7,3,1
1495,2, , ,4,0,1
1496,2,1,0,9,1,2
1497, ,4,0,8,0, 
1498, ,4,0,9,1,1
1499,1,0,0,8,1,1
1500,1,1,1,8,2, 
1501,0,3,0, ,2,0
1502, ,2,0,3,3,1
1503,1,2,1,9,2,0
1504,1,3,1, ,0, 
1505,1,0,1,5,1,0
1506,0,4, ,3,0,2
1507,1,0,2,2, ,0
1508,1,3,1,4,3,1
1509,0,0,1, ,3,2
1510, ,2,2,9,2,2
1511,0,1,2,1, ,2
1512, ,0,0,4,2,1
1513,0,3,2,2,1,1
1514,2,0,1,1,2,2
1515,0,1, ,3,3,2
1516,0,2,1,0,1,0
1517,2,4,2,1,3,0
1518,0,2,0, ,1,2
1519,2,2,1,10,1,0
1520,1,3,1,3,1,0
1521, ,4,0,6,1,1
1522,2,4,0,4,2,2
1523,2,2,2,6,2, 
1524,2, ,2,1,0,1
1525, ,1,1, ,3,2
1526,0,4, ,9, ,1
1527,2,0, , , ,2
1528, ,4,2,8,2,2
1529,1,0,0,6,2, 
1530,1,2, ,6,3,2
1531,2,2,0, ,1,2
1532,0,2,2,10,2,2
1533,2,4,0,6,0,1
1534,1,1,2,1,2,2
1535,0,1,1,2,0,0
1536,0,4,2,9,1,2
1537,0,3,2,8,3,0
1538,2, ,1,10,2,2
1539,2,3,1,8,1, 
1540,0,3, ,3,1,2
1541,0,2, ,5,0, 
1542,2,0,2,2,2,0
1543,2,1,0,3,2,2
1544,0,4,1,3,1,0
1545,0,0,0,9,3, 
1546,2,0, ,7,0,0
1547,1,2,2,9,3,1
1548,2,1,1,3,1,1
1549,2,4,1,5,3,2
1550,1,2,1, ,2,2
1551,0,1,1,6,1,0
1552,2,0, ,4,2,0
1553,1,4,1,1,0,2
1554, , ,2,3,2,1
1555, ,2,2,7,0, 
1556,1,4,0, ,2,0
1557,2,3,1,5,1,0
1558,2, ,2,4,3,1
1559, ,2,2,4,3,1
1560, ,0,1,2,0,1
1561,2,0,2, ,0,2
1562, ,4,0,6,0,2
1563,2,3,1,7,2,1
1564,0,0,1,10,2,0
1565,2, ,1,7,3, 
1566,0,2,1, ,3,2
1567,0,1,0,9, ,1
1568,1,4,2,7,0,2
1569,0,3,1,9,1, 
1570,2,1,2,7,2,0
1571,0,2,1, ,2,1
1572,1,0,1,4,2,1
1573,2, ,0,0,3,1
1574,0,3,2,10,0,1
1575,0,4,2,10,3,1
1576,1,4,0,3,1, 
1577,1,0,1,5,0,2
1578, ,1,1, ,2,1
1579,2,1,1,2,1, 
1580,1,4,2,1,2,0
1581,1,3,2,3,1, 
1582,1,4,2,0,2,1
1583,2,4, ,1,1,0
1584,0,2,1,1,1,2
1585,1,2,0,7,1,0
1586, ,4,1,4,1,1
1587,2, ,1,4,0,2
1588,0,3,2,9,0,1
1589,2,0,2,3,1,0
1590,2,4, ,5,2,1
1591,0,2, ,10,3,1
1592,2,1,0,8,0,0
1593,1, ,0,4,3,2
1594,1, ,0, ,2,1
1595, ,1,0,0,2,2
1596,2,3,2,10,1, 
1597,1,0,0,0,0,0
1598,2,1,0,0,3,2
1599,0,3,2,7,3,2
1600,0, ,0,9, ,0
1601,0,3,1,4,0,2
1602,2,4,2, , ,1
1603,0,1,1,6,2,0
1604, ,2, ,0,3,1
1605,1,3, ,5, , 
1606,1,2,0,10,1,2
1607,0,2,0,9,0,0
1608,0,3,1,8,2,1
1609,2, ,2,1,1,1
1610,2,0,0,5,1,1
1611,2,0,0, ,0,1
1612,0,0,1,2,0,1
1613,0,3,2,4, ,2
1614, ,0,0,4, ,1
1615,0,0,2,2,1,2
1616,1,0,1,6, ,0
1617,2,1,2,2,2,0
1618,1, ,2, ,0,2
1619,0,2,2,8,1,1
1620,0,2,2,7,3,0
1621,0, ,0,8, ,0
1622,2,3,0,1,2,1
1623, ,1, ,9,2,0
1624,0,4,1,5, ,1
1625,2,2, ,0,3,2
1626,1,3,2,3,3,1
1627,0,4,1,7,2,0
1628,0,4,1,7,3,2
1629,0,1,2, , ,1
1630,0,1, , , ,0
1631,0, ,0,6,1, 
1632,0, ,1,3,3,0
1633,0,2,2,8,0,0
1634,2,4,1,10,1,1
1635,2,3,1,6,1,1
1636,1,2,2,8,0,0
1637,1,0,0,9, , 
1638,2,4,2,0,1,1
1639,1,4,2,0,0, 
1640,2,1, ,6,2,1
1641,0,4,2,1,1,0
1642,0,1, ,7,0,0
1643,1,3, ,9,3,1
1644,1,4, ,10,3,2
1645, ,2,0,8,1,1
1646,1,0,2,0,0,2
1647,0,1, ,8,2, 
1648,2,0,0,9, ,0
1649,0,2,1,8,2,0
1650, , ,1,3,1,0
1651,1,1,0,9,2,2
1652,1,2,0,7, ,2
1653,1,3,1,10,2,2
1654,0,1,2,5,2,2
1655,0,0,0,10, ,1
1656,0,1, ,10,3, 
1657,0,3,2,5,1,0
1658,0, ,1,0,2,1
1659,0,0,2,5, ,1
1660,2,1,1,6,0,2
1661,1,4,1,3,0,1
1662,2,4,2,4,0,1
1663,2,3,1,4,3,0
1664,2,0,0,0, ,2
1665,0, ,2,6,1,0
1666,1, ,1,4,2,0
1667, ,2,1,2,0,1
1668,2,0,1,10,2,1
1669, ,1,0,4,3,1
1670,1,2,0,9,2,2
1671, ,0,2,3,3,1
1672,0,1,2,5, ,1
1673,2,4,0,4,2,0
1674,1,2,1,2, ,1
1675,1,0,1,1, ,1
1676,0,0,0,5,1,1
1677, ,1,1,4,3,2
1678,0,4,1,4,3,1
1679,2,2,1,3,3,0
1680,2,2,1,3,1,1
1681,0,3,2,6,3,1
1682,2,2,0,0,1,1
1683,0,3,1,7, , 
1684,0,1,1,1,2, 
1685,1, ,0,1,1,0
1686,1,2,2,0,3, 
1687, ,2,0,4,0,0
1688,0,1,2,8,0,2
1689,0,3,1,7, ,2
1690,0,3,0,7,3,0
1691,2,0,1,0,2,1
1692,2, ,2,10,2,0
1693,1,0,1,4,3,1
1694,1,3, , ,0,2
1695,1,2,2,8,3,1
1696, , ,0,2,3,0
1697,1, ,1,8,1,2
1698,1,3,2,10,0,2
1699,2, ,1,4,0,2
1700,2,1,0,9,0, 
1701,0,2,0,6,0, 
1702,2,3,1,7, ,2
1703,2,3,1,7,1,0
1704,1,3,2,8,3,0
1705,1,0, ,3,2,1
1706,2,2,2,7,2,0
1707,0,1,1,4,2,0
1708,1,2,2,8,1,1
1709,0,0,2, ,2,0
1710,0,0,0,3,3,2
1711,2,2,0,7,3,0
1712,0,2,0,9,3,2
1713,1,1,0,6,1,0
1714,1,3,0,6,2,2
1715,1,0,0,10,3,1
1716,0,4,2,10,3, 
1717,0, ,2,1,1,1
1718,0, ,1, ,0,1
1719,2,4,0,4,1,0
1720,1,4,2,2,3, 
1721,2,0,2,7,0,1
1722,1,3,2,6,2,0
1723,2,1,1,3,3,0
1724,2,0,0,9,1,0
1725,2,2,2, ,1,1
1726,0,4,1,10, , 
1727,2,1,2,5,1,0
1728,1,1,2,4,2,1
1729,2,4,1,1, ,0
1730,0,2,0,4,2,1
1731,1,1,1,2,3,1
1732,2,1,2, ,0,1
1733,2,4,0,9,3,0
1734,0,0,2,4,2,1
1735,2,3,2,9,2,0
1736,1, ,2,10,2,1
1737,2, ,0,8, ,1
1738,0,3,2,8,1, 
1739,1,3,0,0,3,2
1740, ,1,1,2,0,0
1741,2,1,1,9,1,0
1742,2,1,1, ,2,2
1743,1,4,1,1,2,1
1744,1,4,2,8,1,1
1745,2,3,1,3,0,1
1746,2,4,1,10,3,2
1747,0,2,1,7,2, 
1748,1,0,1,9,3,0
1749,0,1,2,2,1,2
1750,0,3,1, , ,2
1751,2,3,1,1,1,2
1752,2,2, ,1,2,1
1753, ,4,2, ,2,1
1754,0,1,1, ,2,1
1755,0,3,0,9, ,0
1756,2,3,2,10,0,1
1757,2,3,1,6,1,0
1758,0,2,1,8,1, 
1759,2,2,1,10,0,1
1760,0,3,1,7,3,0
1761,2,4,1,8,2, 
1762,1,0,1, ,2,2
1763,0,2, ,1,2,1
1764,2, ,0,5,0,1
1765,1,4,1,9,3,2
1766,0,0,1,9,3,1
1767, ,4,2,3,1,1
1768,1,3,0,6,3,1
1769,0, ,2,10,3,0
1770,0,3,1,3,1,1
1771, ,2,0,4,1,2
1772, ,3,2,2, , 
1773, ,1,0,7,1, 
1774,1,2,1,7,3,1
1775,2,3, ,0,1,1
1776,2,3, ,7,3,0
1777,2,2,2,6,3,2
1778, ,3,2,0,3,1
1779,1,0,0,0,2,2
1780,2,0,1, ,3,1
1781,2,4,1,1,0,2
1782,1, ,1,9,1,0
1783,0,0,1, ,2,2
1784,2,2,1,2,3,0
1785,1,0,0,0,1,1
1786,0,0,1,6,1,1
1787,1,1,2,8,3,0
1788,0,4,2,5, ,1
1789,2,2,0,5,3, 
1790, ,0,2,1,0,1
1791,1,3,2,10,3,0
1792,0,4,0,2,2,0
1793,0,1,1,1,3,1
1794,2,0,1,10,1,0
1795,0,0,1,8,3,1
1796,2,2,2,6,1, 
1797,1,4, ,3, ,2
1798,0,1,2,1,1,2
1799,1,1,2,1,1,0
1800,0, ,2, ,0,0
1801,0,2,2,0,3,2
1802,1, ,1,9,0,1
1803, ,0,2,8,3,2
1804,1,4,0,1,3,0
1805,1,4,2, ,0,1
1806,2,1,0,0,1,2
1807,2,2,1,6, ,1
1808, ,4,1,1,3,2
1809, ,1,1,3,1,0
1810,1,2, ,8,0,2
1811,1,0,2,5,3,1
1812,1,4,1,9,3,2
1813,2,4,1,4,0,2
1814,1,1,2,1,0, 
1815, ,3,2,1,2,1
1816,1,1,0,7,1,0
1817,0,0,0,10,2,0
1818,1,4,2,0,1,1
1819,0,1,1,10,1,0
1820,1,3,0,0,3,0
1821,1,0,2,6, ,2
1822,1,3,0, ,0,2
1823,1,1,1,10,1,2
1824,1,3,1,3, ,0
1825,2,2,2,8,3,0
1826,1,2,1,1,1,2
1827,1,2,2, ,1,0
1828,0,2,0,7,2,1
1829, ,2,1,0,1,1
1830,1,0, ,7,1,1
1831,2,4,0,2,0, 
1832,0,0,0,2,3,1
1833,0,0,1,5,3,1
1834,1,4,2,10,1,1
1835,0, ,0,8,0,1
1836,0,2,1,1,0,1
1837,2,1,2,9,2,0
1838, , ,2,7,3,1
1839,2, ,1,5,3, 
1840,0,2,0,8,1,0
1841,2,1,0,1,1,2
1842,1,1,0,5,0,0
1843,2,3,0,6,3,1
1844,0,3,1,7, , 
1845,0,0,2,8,3,1
1846,1,2,1,9,2,1
1847,0,1,1,1,3,0
1848,0,1, ,5,1,2
1849,0, ,2,5,1,2
1850,1,2,1,0,3,2
1851,2,3,0,6,3,2
1852,2,3,1,3, ,2
1853,0,0,1,10,2,1
1854,0,1,1,7,1,0
1855,1, ,1,3,2, 
1856,1,2,2,4,2,0
1857,2,4,0,2,1,0
1858,2, ,0,2, ,1
1859,0,1,0,3,1,1
1860, ,2,1,10,2,1
1861,0,1, ,2,3,0
1862, ,4,1,10, ,2
1863,0,1, ,7,3,0
1864,2,1,0,7,1,0
1865,0,3,2,4,1,1
1866,1,1,0,1,0,0
1867,2,2,2,4,0,0
1868,1,2,1, ,3,0
1869,1,4,2,7,2,2
1870,1,0,0,7, ,1
1871,2,0,1,6,0,0
1872,2,1,2,2,2,1
1873, ,3,0,3,3,0
1874,1,4,2,4,1,1
1875,1,3,2,5,0,0
1876,2,0,2, ,0,2
1877,1,4,2,3,0,2
1878,0,0,0,9,3,1
1879, ,0,0,5,0,2
1880,1,3,1,2,0,2
1881,1, ,1, ,1,1
1882,1,0,1,7,1,2
1883,2,3,0, , ,1
1884,0,3,0,9,0,0
1885,2,2, , ,2,2
1886,0,0,2,1, ,2
1887,1,4, ,0,1,2
1888,1,3,2,4,2,1
1889, ,1,0,5,1,1
1890,0,1,1,1,2,2
1891,2,2,1,1,1,2
1892,0,1,2,10,2,1
1893,2,0,1,0,0, 
1894,0,3,2, ,0,1
1895,0,2, ,0,0,2
1896,0,3,0,9,2,1
1897,0,0,2,0,2,1
1898,2,4,0,6,3,0
1899,1,3, ,4,1,1
1900,0,0,2,2, ,2
1901,2,1,0,9, ,2
1902,0, ,0,4,1,0
1903,0,1,1,2,0,1
1904,2,2,2,3, ,2
1905,2,1, ,10,0,1
1906, ,1,2, ,0,0
1907,2, ,1, , ,2
1908, ,1, ,0,0,2
1909,2,1,0,1,0, 
1910, ,4,1,5,3, 
1911,1, ,1,5,1,0
1912,2,0,1,8,2,1
1913,0,0,2,7,1,1
1914,0,2, ,3,3,1
1915,0,3,0,1,2,2
1916,2,0,0,2,1,1
1917,1,3, ,7,1,2
1918,0,1,2,9, ,2
1919,0,3,2,1,0,0
1920,0,1,1,6,2,2
1921,1,3,0,4,3, 
1922,2,0,2,9,2,0
1923,2,0, ,4,2,2
1924,1,3,1,3,2, 
1925,2,0,2,2,0,2
1926,0,2,1, , ,2
1927,0,3,1, ,0,1
1928,1,0,2,5, ,0
1929,1, ,1,7,1,2
1930,1,3,1,4,2,1
1931,0,4,0,8,0,1
1932,2,2,2,8,2,1
1933,1,1,1,5,1,2
1934,1,0,0,3,1,1
